3.1,8.4,2.8,5,7.3,16.6,15.7,12
13,10.3,0.8,10.2,3.9,8.8,24.8,11.6
51.4,61.1,61.7,44.8,79.3,74,55.3,10.8
252.6,266.3,338.8,314.3,272.9,210.1,209.3,11.8
175.9,111.3,77.9,96.6,161.8,92.9,62.4,12.6
68,65.2,42.8,78,48.8,62.8,90.7,12.4
11.1,19.3,12.9,16.4,15.3,33.2,26.9,12.2
47.8,42.7,46,40,42,36.4,43.9,13.6
0,0,0,0,0,0,0,12.1
0,0.1,0,0,0,0.1,0.2,12.1
1.2,1,1.3,1,1.3,0.9,0,12.3
15.3,14,10.2,10.3,17.3,18.2,12.8,12.2
15.5,28.7,22.9,22.7,37.5,36.9,36.9,11.5
200,153.4,167.6,170.9,135.9,121.1,125,11.8
42.8,36.5,37.4,27.2,28.2,35.6,48,11.7
167.5,176.5,150.3,135,148.4,249.6,207.9,11.4
363,363,297.5,143.4,564,518.4,291.8,12.6
50.8,58,55.1,49.7,48.8,70.7,72.7,15.5
2.5,3.8,4.4,6.2,2.8,4.1,2.7,17.2
5.1,8.8,11.9,11.6,6.7,7.4,9.9,17.2
2.3,4.6,2.4,3.5,4.8,6,8.4,17.1
13,11.8,13.6,10.9,13.3,10.8,9.1,15.6
12.1,10.5,11,8.4,12.9,9.3,9.3,15.9
17.1,19.3,22.3,17.2,21,15.8,22.4,15.6
84,76.9,118.9,82.8,76.4,52.3,46.8,15.8
46,53.5,56.1,47.6,56.6,54.4,60.5,15.5
30,41.5,29.2,12.2,66.1,48.7,62.5,14.5
234.4,193.9,151.3,149,181.7,194,252.8,14.3
162.1,115,151.3,98,123.8,89.2,65.9,14.9
181.9,185,197,197.4,194.4,190.6,148.8,16.1
60.3,59.8,63.3,55,54.9,59,66.2,17.3
0.6,0.3,0.5,0.4,0.1,0,0,16.8
1.8,2,1.9,2,1.5,3,2.1,16.7
2.8,3.3,0.9,2.2,5.5,4.3,4.1,15.7
7.8,6.3,11.1,8.1,4,2.2,4.4,16.2
11.5,10.3,4.8,6.1,11.7,15.7,11.8,15.8
99.2,80.5,102,80.2,67.2,75,59.6,15.9
16.2,16.6,11.4,21.5,15.6,20.6,14.4,15.9
70,59.8,41.1,74.6,38.1,83.5,51.6,15.6
80.2,84.4,98.8,50.9,144,82.2,50.2,14.7
68.2,64.6,60.9,31,80.7,84.5,62,14
8.8,12.7,11.8,12.9,13.9,8.2,20.8,14.3
14,15.2,10.7,22.1,17.3,13.7,13.2,14.2
42.8,34.7,39.5,39.3,33.8,27.3,25.7,15.1
0,0,0,0,0,0,0,14.9
0,0.3,0.4,0.5,0.2,0,0.9,14.8
8.9,8,9.4,9.7,8.2,6.9,4.6,14.4
27.2,23.5,26.4,21.2,16.8,28.2,21.1,13.9
7.8,15.4,15,19.5,9.8,16.9,23.3,13.9
7.4,13.9,5.4,18.2,10.7,20.1,21.5,13.6
81.3,98.2,79.5,80.9,62.5,153.8,130.9,13.1
212.3,206.4,214.7,159.6,252.5,221.5,177.7,12.7
427.4,250.3,204.9,250.5,267.7,166.2,184.9,14.8
17.5,26.6,15.4,37.5,25.2,35,29.2,16.5
34.3,30.7,33.7,31.6,24.6,29.4,30.5,15.6
9.7,9.4,8.8,8.7,9.9,9.9,9.6,15.1
1.6,1.1,1.5,0.8,1,0.6,0.9,15.7
4.5,7.1,8.3,9.4,7.2,7,6.2,15.5
7.9,8,5.6,8.5,9.3,7.3,9.3,15.5
3.8,9.4,2.1,10.8,4.9,11.9,22.6,15.5
16.4,18.6,8.7,12.6,24.6,34.6,14.8,14.9
16.9,18.9,16.4,18.4,20,20.1,21.5,14.4
47.8,72.4,69.7,41.7,89.7,103,82.7,14.1
137.6,134.2,151.1,92.8,165.2,118.4,140.3,14.4
120.6,174.6,230.6,143.7,192.5,220.8,139.6,13.7
139,144.9,157.2,129.8,120.2,132.5,190.6,15.2
3.6,4.3,6.2,6.5,1.9,2.9,4.7,15.7
38.1,35.7,31.7,33.9,44.8,32.2,33.2,14.4
0,0,0,0,0,0,0,14.5
1.9,1.8,1.7,1.5,1.7,2.2,1.5,15.7
0,0,0,0,0,0,0.2,16.1
3,3.5,4.7,3.1,5.1,3.5,1.7,16.2
25.9,25.6,21.4,19.2,26.7,34.8,25.5,15.3
5.2,14.5,6.6,7.5,16.4,28.6,22.7,14.9
37.4,42.3,36.5,24,47.6,57.1,51,14.2
78.3,102.3,54.2,69.4,161.2,116.3,134.5,14
94.2,90.6,89.6,79.6,87.3,110.6,82.4,14
52.7,58.7,34.3,46.2,63.2,80.8,75.1,14.1
119.6,105.3,95.8,92,127.9,105.5,90.9,12.7
27.4,28.4,28.1,25.7,27.4,30.1,31.7,13.2
9.6,6.3,5.6,4.4,9.3,4.4,4.4,11.6
4.5,3.5,4.2,3.2,3.2,2.1,3.7,12.9
4.8,3.9,5.7,3.7,3.6,1.9,3.7,13.6
9.7,9,10,7,8.2,7.8,11.4,13.5
83,71.6,76.6,82,73.1,54.8,60.3,13.3
27.1,28.4,34.1,35.1,21.6,33.7,18.6,12.7
36.1,49.4,55.3,46.4,48.9,58.7,50.8,12.7
238.1,172.9,225.8,170.9,140.6,150.9,110.9,13.3
107.8,92.7,77.1,38.5,141,83.6,108,13
120,125.4,100.1,93.7,130,170.4,138,12.7
32.2,26.1,40.6,35.5,18.9,12.2,17.1,14
12,21.3,12.6,10.7,25.2,40.5,27,14
0,0,0,0,0,0,0,13.4
1.2,0.5,0.3,0,1,0.1,0.3,13.8
7.8,7.6,8.8,7.4,5.4,7.6,8.8,12.6
4.7,4.3,5.7,3.9,2.9,2.5,6.3,13
23.3,23.9,25.9,21.9,25.9,18.8,27.5,12.3
68.1,62.3,54.3,56.2,55.8,70.7,68.7,13.2
63.7,70.6,86.7,70.8,105.4,45.8,51.3,13.3
99.9,131.6,122.2,104.1,167.6,195.6,100.1,12.6
107,133.7,191.3,111.8,207.9,97,86.9,13
74.4,60.6,56,62.1,62.1,78,31.1,12.8
18,14.9,9.5,13.7,15.2,17.2,15.8,11.6
6.2,4.5,5.2,7.1,4.7,2.2,1.5,12.2
0.1,0.2,0,0,0.1,0.2,0.7,13.1
4.6,6.6,3.3,3.9,5.5,9.9,12.6,12.6
3.8,4.3,4.1,2.9,4.8,3.9,6.2,13.5
16.6,13.8,12.9,13.1,15.1,11.5,13.4,11.9
8.5,13.9,7.2,10.1,14.1,20.6,22.7,12.2
24.8,33.6,30.8,14.7,41.4,40.5,49.2,12.2
166,138.7,129.4,108.2,144.2,137.5,146.7,11.6
148.8,143.8,143.5,98.8,174.6,138.3,158.9,12.8
43.8,148.9,62.1,65.5,202.9,239.7,279.3,12.9
110.6,110.1,81.7,94,98.9,147.1,128,12.4
9.9,12.6,12.9,9.4,12.9,19,11.6,12.2
52.1,42.6,45.3,41.9,50.9,38.5,26.9,13.2
7.4,6.7,5.9,6.6,7.3,5.3,7.9,12.7
13,11.2,10.1,10.1,12.4,9.6,12,12.3
4.7,3.8,3.2,4.7,5.5,7.4,11.4,12.2
2.4,2.9,2.3,4.2,5.6,5.2,8.3,11.6
1.4,2.5,3,3.5,4.1,4.8,6.5,10.9
10.3,12.8,7.7,9.5,11.9,18.5,15.6,10.8
10.7,6.3,11.9,20.3,16.4,48.4,23.2,11.1
41,78,61.7,59.2,68.3,63.7,72,11.3
80.4,71.9,131.6,60.7,65.2,151.2,146.1,11.4
28.3,23.3,38.2,24.9,27.8,30,20.4,10.8
39.7,38.7,19.7,24.1,18.9,23.4,30.2,11.1
8.5,8.2,12.9,13.8,5.8,9.8,12.7,10.8
0,0,0,0.1,0.4,1.1,1.6,11.6
8.5,8.8,8.7,7.5,7.1,7,7,10.7
3.9,2.6,3.1,2.7,2.9,2.2,1.3,10.6
4.4,3.8,3.7,3.4,5.4,5.4,4.7,10.4
11.6,10.2,12.6,12.5,5.8,7.8,8.2,10.2
26.5,29.1,25.9,17.3,26.3,42.5,20.8,10.3
145.7,153.6,162.4,153.2,126.9,188.4,147.5,10.3
112.9,77.8,102.8,74.7,98,147.1,176.1,11.2
171.4,208.7,240.6,199.2,168.6,205.1,142.8,10.4
131.5,103.4,138.5,98,108.4,84.3,89.4,11.2
98.2,94.5,83,84.1,96,107.1,93.2,11.6
4.6,5.9,0.8,0.4,4.6,2.1,1.5,11.5
0,0,0,0,0,0,0,11.2
5.2,4.5,2.8,2.9,5.6,3.6,6.2,11.4
7.9,6.6,5.6,3.4,9.4,4.7,3.5,11.2
0.7,0.3,0,0.7,4.4,10.1,9.3,10
18,13.1,24.6,21.4,7.8,9.1,11.5,11
13.2,16.9,9.8,16.1,21.6,12.6,15,10.8
24.7,12.3,26.8,25,9.7,18.2,34.6,10.6
103.1,114.3,177.5,86.7,155.5,123.3,133.2,11.4
88.4,72.6,79,59.3,90.3,61.5,54.1,11
52.3,57.4,42.8,58.7,93.6,89.4,67.6,10.4
12.3,14.6,10.9,14.4,20.1,30.3,42.3,10.6
8.2,6.6,7.1,7.3,10.4,12.5,23.1,10.3
16.5,16.2,15.2,14.2,15.9,14.1,17.1,10.2
0.4,0.6,0.4,1.1,1,0.5,3,10.2
3.6,2.6,2.3,3.4,3.9,2.5,3,10.1
17.1,16.2,10.3,9.7,11.3,5.1,8.7,10.3
31.8,30.1,38.6,39,30.7,33.3,33.3,10.6
14.9,19.1,10.3,11.1,10.2,18.8,13.4,10.3
29.6,23.7,42.4,58.5,29.9,43.3,39.1,10.1
164.1,263.2,101.4,95.3,211,170.1,203.6,10.2
146.4,124.5,202.8,121.7,113.5,62.5,90.5,10.2
74,62.5,89.1,100.8,75.4,94,93.1,10.2
44.6,44.4,35.7,47.6,48.4,65.9,69.9,10.3
3.4,2.5,7.1,1.6,3.2,3.9,3.2,10.2
11.1,10,8.1,6.6,12.7,9.1,8.4,9.76
0,0,0,0,0,0,0,9.75
35.1,32.6,26.4,19.1,29.2,20.2,19.7,9.88
14.8,13.3,14.8,10.8,8.6,5.1,6.3,9.62
40.4,40.4,52.9,34.6,36.5,32.8,37.4,9.54
0.2,0.2,2.4,1,0.7,0.4,2.5,9.44
41.1,42.1,35.6,57.1,43.5,71.4,43,9.22
194,191.2,142.1,105.3,168.9,182.7,143.2,9.53
195.3,164,170.9,185.4,158.9,184.1,153.1,10.3
101.5,90.2,110.7,114.1,89.5,90.2,76.7,11.7
26.5,27.5,24.8,17.9,35.6,30.6,22.7,11.1
4.2,4.1,0.4,3.8,6.2,12.4,12.6,10.1
4.3,3,3,2.6,2.8,2.1,3.1,10.9
3.2,3.4,0.7,1.8,3.2,1.9,2.1,10.7
0,0,0,0.5,0,0.1,0.6,10.8
0.9,1,2.7,2,1.2,2.4,5,10.4
38,31.2,43.9,41.8,21.3,23.1,20.8,10.1
134.3,106.5,122.1,121.5,74.4,56.2,58.6,10.5
106.5,76.8,149,142.5,64.7,112.4,45.5,10.4
245.1,202.5,203.8,217.4,216,172.1,129.1,11
169.2,143.1,137.9,178.8,140.8,131.4,196.6,12.1
2.9,2.8,4.7,5.2,5.2,16.3,26.8,12.3
26.9,22,48.3,56.8,21.2,24.7,29.4,12.7
17.2,17.9,21.5,20.1,24.1,21.3,22.3,12.7
10,7.1,13.9,15.6,4.6,8,12.1,12.4
1.2,0.5,0,0,0.7,0,0,12.3
15.1,13.4,8.2,7.3,17.3,20.6,10.6,12.1
5.6,5.4,5.9,5.1,4,7.6,11.8,12.1
2.1,2.3,0.3,0.4,7,3.1,6.3,11.6
26.9,14.8,33.9,33.1,6.2,14.9,14.5,11.6
9,36.7,24.1,10.5,64.7,15.6,22.4,11.8
117.8,150.9,125.4,137.1,200.5,207.8,151.5,11.8
164.3,168.4,174.1,119,87.6,83.5,98.6,11.6
87.5,93.5,90.4,96,89.2,117.5,147.7,11.6
22,22.5,23.8,17.6,22.3,30.5,34.9,11.9
6.4,6.5,4.7,6.3,7.5,6.9,12.7,12
10.7,8.7,7.2,6.3,7.2,4.6,3.2,12
